sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The agreement resolves a lawsuit AOL filed against Microsoft in January 2002 on behalf of its subsidiary, Netscape Communications.	The legal settlement resolves the private anti-trust lawsuit filed against Microsoft in January 2002 by AOL Time Warner's America Online unit on behalf of its Netscape subsidiary.	[2, 4, 6, 7, 0, 0, 0]	[7, 2, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7]	[0, 2, 2, 0, 2, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0]	['The', 'agreement', 'resolves', 'a', 'lawsuit', 'AOL', 'filed', 'against', 'Microsoft', 'in', 'January', '2002', 'on', 'behalf', 'of', 'its', 'subsidiary', ',', 'Netscape', 'Communications', '.']	"['The', 'legal', 'settlement', 'resolves', 'the', 'private', 'anti-trust', 'lawsuit', 'filed', 'against', 'Microsoft', 'in', 'January', '2002', 'by', 'AOL', 'Time', 'Warner', ""'s"", 'America', 'Online', 'unit', 'on', 'behalf', 'of', 'its', 'Netscape', 'subsidiary', '.\n']"	0a9c8fabd4ee47c5beaf32d95493c467
Campaign officials said the moves may have been a source of some friction with Fowler.	Aides to the general said Mr. Segal's arrival could have been the source of friction with Mr. Fowler.	[1, 2, 3, 6, 0, 0, 0]	[2, 2, 6, 2, 2, 1, 1, 1, 2, 6, 6, 3, 3, 6, 3, 6]	[2, 2, 2, 2, 6, 2, 2, 2, 2, 1, 1, 1, 2, 6, 6, 3, 6, 3, 3, 6]	['Campaign', 'officials', 'said', 'the', 'moves', 'may', 'have', 'been', 'a', 'source', 'of', 'some', 'friction', 'with', 'Fowler', '.']	"['Aides', 'to', 'the', 'general', 'said', 'Mr.', 'Segal', ""'s"", 'arrival', 'could', 'have', 'been', 'the', 'source', 'of', 'friction', 'with', 'Mr.', 'Fowler', '.\n']"	a50e8101888741fc988ed00860d78dcf
Three undocumented immigrants were found dead inside a railroad hopper car Tuesday, two days after fellow immigrants escaped the sweltering car and left behind their weakened companions.	The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left their weakened companions behind.	[2, 6, 7, 0, 0, 0, 0]	[0, 2, 0, 0, 0, 2, 2, 0, 0, 7, 0, 7, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]	[2, 2, 2, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Three', 'undocumented', 'immigrants', 'were', 'found', 'dead', 'inside', 'a', 'railroad', 'hopper', 'car', 'Tuesday', ',', 'two', 'days', 'after', 'fellow', 'immigrants', 'escaped', 'the', 'sweltering', 'car', 'and', 'left', 'behind', 'their', 'weakened', 'companions', '.']	['The', 'remains', 'of', 'three', 'illegal', 'immigrants', 'were', 'found', 'Tuesday', 'in', 'a', 'sweltering', 'railroad', 'car', 'after', 'fellow', 'immigrants', 'escaped', 'and', 'left', 'their', 'weakened', 'companions', 'behind', '.\n']	42a400a6163b42579f068b4fd15bdfb7
The cables can be engorged with far more power, and it can be turned on and off like a water spigot, making billing more accurate, Taub said.	The cables can carry far more power, and can be turned on and off like water spigots, making billing more accurate, Taub said.	[1, 2, 6, 7, 0, 0, 0]	[0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'cables', 'can', 'be', 'engorged', 'with', 'far', 'more', 'power', ',', 'and', 'it', 'can', 'be', 'turned', 'on', 'and', 'off', 'like', 'a', 'water', 'spigot', ',', 'making', 'billing', 'more', 'accurate', ',', 'Taub', 'said', '.']	['The', 'cables', 'can', 'carry', 'far', 'more', 'power', ',', 'and', 'can', 'be', 'turned', 'on', 'and', 'off', 'like', 'water', 'spigots', ',', 'making', 'billing', 'more', 'accurate', ',', 'Taub', 'said', '.\n']	c14b2052cc9f48b7834305bbb157c51c
"""The difference is just something called the tuner, which is a very small piece of equipment."""	"The only difference is a tuner, a small piece of electronics."""	[2, 3, 4, 5, 6, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['``', 'The', 'difference', 'is', 'just', 'something', 'called', 'the', 'tuner', ',', 'which', 'is', 'a', 'very', 'small', 'piece', 'of', 'equipment', '.', ""''""]"	"['The', 'only', 'difference', 'is', 'a', 'tuner', ',', 'a', 'small', 'piece', 'of', 'electronics', '.', ""''\n""]"	6e7002c9c4fb41d5a53217000c5e86ad
About 120 potential jurors were being asked to complete a lengthy questionnaire.	The jurors were taken into the courtroom in groups of 40 and asked to fill out a questionnaire.	[1, 2, 3, 6, 7, 0, 0]	[3, 3, 3, 3, 1, 1, 1, 0, 2, 7, 7, 7, 7]	[3, 3, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 0, 2, 2, 7, 7, 7]	['About', '120', 'potential', 'jurors', 'were', 'being', 'asked', 'to', 'complete', 'a', 'lengthy', 'questionnaire', '.']	['The', 'jurors', 'were', 'taken', 'into', 'the', 'courtroom', 'in', 'groups', 'of', '40', 'and', 'asked', 'to', 'fill', 'out', 'a', 'questionnaire', '.\n']	cca884e79e6f40028151d0da00a1fd3a
Yale spokesman Tom Conroy said the university was prepared to keep the campus running with temporary workers and managers doing extra work.	Yale spokesman Tom Conroy said the university planned to keep the campus running with managers and temporary workers performing union workers' jobs.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 2, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 2, 6, 6, 6, 6, 6]	['Yale', 'spokesman', 'Tom', 'Conroy', 'said', 'the', 'university', 'was', 'prepared', 'to', 'keep', 'the', 'campus', 'running', 'with', 'temporary', 'workers', 'and', 'managers', 'doing', 'extra', 'work', '.']	"['Yale', 'spokesman', 'Tom', 'Conroy', 'said', 'the', 'university', 'planned', 'to', 'keep', 'the', 'campus', 'running', 'with', 'managers', 'and', 'temporary', 'workers', 'performing', 'union', 'workers', ""'"", 'jobs', '.\n']"	b89aa1948b1b41288d226e0b237eb475
He said his hatred for such people grew from these discussions and had helped convince him violence was the answer.	His hatred for these people had germinated from these discussions and helped cement his belief that violence was the panacea.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 7, 1, 7, 7, 7, 7, 1, 1, 2, 2, 7, 7, 7, 2, 7]	[7, 7, 7, 2, 7, 1, 1, 7, 7, 7, 7, 1, 2, 2, 2, 7, 7, 7, 7, 2, 7]	['He', 'said', 'his', 'hatred', 'for', 'such', 'people', 'grew', 'from', 'these', 'discussions', 'and', 'had', 'helped', 'convince', 'him', 'violence', 'was', 'the', 'answer', '.']	['His', 'hatred', 'for', 'these', 'people', 'had', 'germinated', 'from', 'these', 'discussions', 'and', 'helped', 'cement', 'his', 'belief', 'that', 'violence', 'was', 'the', 'panacea', '.\n']	68aa7f0e253749ffb126d8c7b8058f3f
His decision was delayed by concerns over the budget process in Washington and the war in Iraq.	Daniels told the Star April 20 he was holding back because of concerns over the budget process in Washington and the war in Iraq.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['His', 'decision', 'was', 'delayed', 'by', 'concerns', 'over', 'the', 'budget', 'process', 'in', 'Washington', 'and', 'the', 'war', 'in', 'Iraq', '.']	['Daniels', 'told', 'the', 'Star', 'April', '20', 'he', 'was', 'holding', 'back', 'because', 'of', 'concerns', 'over', 'the', 'budget', 'process', 'in', 'Washington', 'and', 'the', 'war', 'in', 'Iraq', '.\n']	7aeba3f40d6440798e6487e5062e25c2
"Meanwhile, Lt. Gov. David Dewhurst alluded to an interparty political struggle: ""Sounds like the Republican primary started early this year."""	"Lt. Gov. David Dewhurst suggested a political motive for the report, saying: ""It sounds like the Republican primary started early this year."""	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 2, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Meanwhile', ',', 'Lt.', 'Gov', '.', 'David', 'Dewhurst', 'alluded', 'to', 'an', 'interparty', 'political', 'struggle', ':', '``', 'Sounds', 'like', 'the', 'Republican', 'primary', 'started', 'early', 'this', 'year', '.', ""''""]"	"['Lt.', 'Gov', '.', 'David', 'Dewhurst', 'suggested', 'a', 'political', 'motive', 'for', 'the', 'report', ',', 'saying', ':', '``', 'It', 'sounds', 'like', 'the', 'Republican', 'primary', 'started', 'early', 'this', 'year', '.', ""''\n""]"	6dda3380a1aa4ab39ee04fbcccc1ecf0
AMD reported a net loss of $140 million for the quarter ended June 29, on sales of $645 million.	In the first quarter of 2003, AMD reported a net loss of $146 million, or 42 cents per share, on sales of $715 million.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 6, 7, 7]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0, 6, 6]	['AMD', 'reported', 'a', 'net', 'loss', 'of', '$', '140', 'million', 'for', 'the', 'quarter', 'ended', 'June', '29', ',', 'on', 'sales', 'of', '$', '645', 'million', '.']	['In', 'the', 'first', 'quarter', 'of', '2003', ',', 'AMD', 'reported', 'a', 'net', 'loss', 'of', '$', '146', 'million', ',', 'or', '42', 'cents', 'per', 'share', ',', 'on', 'sales', 'of', '$', '715', 'million', '.\n']	273b67da5f914c57a4298437937c1417
"""Our policies are well-known, and I'm not aware of any changes in policy"" on Iran, Powell said."	"""Our policies are well known and I'm not aware of any changes,"" Secretary of State Colin Powell said Tuesday."	[2, 4, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 4, 7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7]	"['``', 'Our', 'policies', 'are', 'well-known', ',', 'and', 'I', ""'m"", 'not', 'aware', 'of', 'any', 'changes', 'in', 'policy', ""''"", 'on', 'Iran', ',', 'Powell', 'said', '.']"	"['``', 'Our', 'policies', 'are', 'well', 'known', 'and', 'I', ""'m"", 'not', 'aware', 'of', 'any', 'changes', ',', ""''"", 'Secretary', 'of', 'State', 'Colin', 'Powell', 'said', 'Tuesday', '.\n']"	292ee23d58e44a40b8034ac50352ab47
Nigeria and other African oil producers are increasingly important in U.S. plans to lessen dependence on Middle Eastern suppliers for its energy security.	Nigeria and other African producers are increasingly important in the former Texas oilman's plans to lessen dependence on Middle Eastern suppliers for energy security.	[2, 3, 6, 7, 0, 0, 0]	[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 7]	['Nigeria', 'and', 'other', 'African', 'oil', 'producers', 'are', 'increasingly', 'important', 'in', 'U.S.', 'plans', 'to', 'lessen', 'dependence', 'on', 'Middle', 'Eastern', 'suppliers', 'for', 'its', 'energy', 'security', '.']	"['Nigeria', 'and', 'other', 'African', 'producers', 'are', 'increasingly', 'important', 'in', 'the', 'former', 'Texas', 'oilman', ""'s"", 'plans', 'to', 'lessen', 'dependence', 'on', 'Middle', 'Eastern', 'suppliers', 'for', 'energy', 'security', '.\n']"	7a75269b1ab1469b8f74bf6e8ec4f611
Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.	ELENA Slough, considered to be the oldest person in the US and the third oldest person in the world, has died.	[1, 2, 3, 6, 7, 0, 0]	[2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 7, 0]	[2, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7]	"['Elena', 'Slough', ',', 'considered', 'to', 'be', 'the', 'nation', ""'s"", 'oldest', 'person', 'and', 'the', 'third', 'oldest', 'person', 'in', 'the', 'world', ',', 'died', 'early', 'Sunday', 'morning', '.']"	['ELENA', 'Slough', ',', 'considered', 'to', 'be', 'the', 'oldest', 'person', 'in', 'the', 'US', 'and', 'the', 'third', 'oldest', 'person', 'in', 'the', 'world', ',', 'has', 'died', '.\n']	20629bee65e7456baa6a9d09acd46b0e
Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.	Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.	[1, 2, 4, 5, 6, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7]	[2, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	['Women', 'who', 'eat', 'potatoes', 'and', 'other', 'tuberous', 'vegetables', 'during', 'pregnancy', 'may', 'be', 'at', 'risk', 'of', 'triggering', 'type', '1', 'diabetes', 'in', 'their', 'children', ',', 'Melbourne', 'researchers', 'believe', '.']	['Australian', 'researchers', 'believe', 'they', 'have', 'found', 'a', 'trigger', 'of', 'type', '1', 'diabetes', 'in', 'children', '-', 'their', 'mothers', 'eating', 'potatoes', 'and', 'other', 'tuberous', 'vegetables', 'during', 'pregnancy', '.\n']	15bc5b5876a34f9d99105c371ed9e1ba
As a result of the decision, Brown said CareFirst subscribers won't have access to Blue Cross Blue Shield nationwide and to international service providers.	But if the trademark is withdrawn, subscribers won't have access to Blue Cross Blue Shield nationwide and international service providers.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 2, 2, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['As', 'a', 'result', 'of', 'the', 'decision', ',', 'Brown', 'said', 'CareFirst', 'subscribers', 'wo', ""n't"", 'have', 'access', 'to', 'Blue', 'Cross', 'Blue', 'Shield', 'nationwide', 'and', 'to', 'international', 'service', 'providers', '.']"	"['But', 'if', 'the', 'trademark', 'is', 'withdrawn', ',', 'subscribers', 'wo', ""n't"", 'have', 'access', 'to', 'Blue', 'Cross', 'Blue', 'Shield', 'nationwide', 'and', 'international', 'service', 'providers', '.\n']"	79599d79e4a0423d9c9cbe9b1e7e040f
"In addition, the committee noted, ""while spending is firming, the labour market has been weakening""."	"""The evidence accumulated over the intermeeting period confirms that spending is firming, although the labor market has been weakening."	[2, 4, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['In', 'addition', ',', 'the', 'committee', 'noted', ',', '``', 'while', 'spending', 'is', 'firming', ',', 'the', 'labour', 'market', 'has', 'been', 'weakening', ""''"", '.']"	['``', 'The', 'evidence', 'accumulated', 'over', 'the', 'intermeeting', 'period', 'confirms', 'that', 'spending', 'is', 'firming', ',', 'although', 'the', 'labor', 'market', 'has', 'been', 'weakening', '.\n']	f99366de953e438e85c7df6685553daa
"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members."	Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 6, 2, 7, 7, 7, 7, 7, 7]	[6, 6, 6, 6, 7, 7, 7, 7, 7, 0, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 2, 7, 7, 7]	"['The', 'other', '24', 'members', 'are', 'split', 'between', 'representatives', 'of', 'the', 'securities', 'industry', 'and', 'so-called', '``', 'public', ""''"", 'board', 'members', '.']"	['Of', 'the', '24', 'directors', 'who', 'are', 'not', 'exchange', 'executives', ',', 'half', 'are', 'representatives', 'of', 'the', 'securities', 'industry', 'and', 'half', 'are', 'designated', 'public', 'members', '.\n']	27e9445c5eea4321948a36c3888750c7
"But he confessed: ""There's total fear to start with because you are completely at the mercy of the winds."""	"But he said there was a ""total fear to start with because you are completely at the mercy of the winds""."	[2, 3, 5, 6, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['But', 'he', 'confessed', ':', '``', 'There', ""'s"", 'total', 'fear', 'to', 'start', 'with', 'because', 'you', 'are', 'completely', 'at', 'the', 'mercy', 'of', 'the', 'winds', '.', ""''""]"	"['But', 'he', 'said', 'there', 'was', 'a', '``', 'total', 'fear', 'to', 'start', 'with', 'because', 'you', 'are', 'completely', 'at', 'the', 'mercy', 'of', 'the', 'winds', ""''"", '.\n']"	4f1dd6a71cc94d02baffcb2376ebc876
"That second dossier, passed to journalists during Mr Blair's trip to Washington, said it drew on ""a number of sources, including intelligence material""."	"That second dossier, passed to journalists on Mr Blair's trip to Washington to discuss war plans, said it drew upon ""a number of sources, including intelligence material""."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['That', 'second', 'dossier', ',', 'passed', 'to', 'journalists', 'during', 'Mr', 'Blair', ""'s"", 'trip', 'to', 'Washington', ',', 'said', 'it', 'drew', 'on', '``', 'a', 'number', 'of', 'sources', ',', 'including', 'intelligence', 'material', ""''"", '.']"	"['That', 'second', 'dossier', ',', 'passed', 'to', 'journalists', 'on', 'Mr', 'Blair', ""'s"", 'trip', 'to', 'Washington', 'to', 'discuss', 'war', 'plans', ',', 'said', 'it', 'drew', 'upon', '``', 'a', 'number', 'of', 'sources', ',', 'including', 'intelligence', 'material', ""''"", '.\n']"	266e9b835b9347d59885e273f3f68f49
The rebels suspended peace talks with the government April 21 citing a lack of progress.	The Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress.	[2, 6, 7, 0, 0, 0, 0]	[0, 2, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 2, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'rebels', 'suspended', 'peace', 'talks', 'with', 'the', 'government', 'April', '21', 'citing', 'a', 'lack', 'of', 'progress', '.']	['The', 'Liberation', 'Tigers', 'of', 'Tamil', 'Eelam', 'suspended', 'peace', 'talks', 'April', '21', 'citing', 'a', 'lack', 'of', 'progress', '.\n']	c1268225ea884362a0f134a4dfd17114
"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" Fraley said."	"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" said Robert Fraley, Monsanto's executive vice president."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 0]	"['``', 'Biotech', 'products', ',', 'if', 'anything', ',', 'may', 'be', 'safer', 'than', 'conventional', 'products', 'because', 'of', 'all', 'the', 'testing', ',', ""''"", 'Fraley', 'said', '.']"	"['``', 'Biotech', 'products', ',', 'if', 'anything', ',', 'may', 'be', 'safer', 'than', 'conventional', 'products', 'because', 'of', 'all', 'the', 'testing', ',', ""''"", 'said', 'Robert', 'Fraley', ',', 'Monsanto', ""'s"", 'executive', 'vice', 'president', '.\n']"	4b43a30ece404b0ab7ab3e9058f3b01d
Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.	The computers are currently sold in Canada, the United States, and Korea.	[1, 2, 5, 6, 7, 0, 0]	[7, 7, 7, 1, 0, 7, 7, 2, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Until', 'now', ',', 'sales', 'of', 'the', 'entertainment-oriented', 'PCs', 'have', 'been', 'limited', 'to', 'the', 'United', 'States', ',', 'Canada', 'and', 'Korea', '.']	['The', 'computers', 'are', 'currently', 'sold', 'in', 'Canada', ',', 'the', 'United', 'States', ',', 'and', 'Korea', '.\n']	2a7c70cce59b4822834fe5f66a7c2e28
Passenger Keith Charlton, who helped tackle the man, last night praised the efforts of the injured chief flight attendant, known to passengers as Greg.	Passenger Keith Charlton, who also tackled the attacker, praised the efforts of the injured chief flight attendant.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Passenger', 'Keith', 'Charlton', ',', 'who', 'helped', 'tackle', 'the', 'man', ',', 'last', 'night', 'praised', 'the', 'efforts', 'of', 'the', 'injured', 'chief', 'flight', 'attendant', ',', 'known', 'to', 'passengers', 'as', 'Greg', '.']	['Passenger', 'Keith', 'Charlton', ',', 'who', 'also', 'tackled', 'the', 'attacker', ',', 'praised', 'the', 'efforts', 'of', 'the', 'injured', 'chief', 'flight', 'attendant', '.\n']	a17225e131c54dccaeb7c3195b35af8d
Missouri Gov. Bob Holden asked the White House to declare a federal disaster in 39 counties.	Gov. Bob Holden asked Bush to declare 39 Missouri counties disaster areas.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 0, 7, 7, 0, 7, 7, 7]	[7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7]	['Missouri', 'Gov', '.', 'Bob', 'Holden', 'asked', 'the', 'White', 'House', 'to', 'declare', 'a', 'federal', 'disaster', 'in', '39', 'counties', '.']	['Gov', '.', 'Bob', 'Holden', 'asked', 'Bush', 'to', 'declare', '39', 'Missouri', 'counties', 'disaster', 'areas', '.\n']	31cbf43139514fbb92db90053d19cb4b
